country,country_code,area_type,area,representative_city,latitude,longitude,date,temp_min,temp_max,precipitation_mm,precipitation_probability,weather_code,weather
Moldova,MD,Raion,Glodeni Raion,Glodeni,47.77467,27.51753,2026-08-26,15.9,26.4,1.9,30,95,Thunderstorm
Moldova,MD,Raion,Hîncești Raion,Hîncești,46.83089,28.58999,2026-08-20,15.7,32.7,0.0,0,1,Mainly clear
Moldova,MD,Raion,Hîncești Raion,Hîncești,46.83089,28.58999,2026-08-21,19.5,34.4,0.0,0,1,Mainly clear
Moldova,MD,Raion,Hîncești Raion,Hîncești,46.83089,28.58999,2026-08-22,16.6,33.2,0.0,0,2,Partly cloudy
Moldova,MD,Raion,Hîncești Raion,Hîncești,46.83089,28.58999,2026-08-23,20.2,30.6,0.4,33,3,Overcast
Moldova,MD,Raion,Hîncești Raion,Hîncești,46.83089,28.58999,2026-08-24,17.7,25.4,0.3,10,3,Overcast
Moldova,MD,Raion,Hîncești Raion,Hîncești,46.83089,28.58999,2026-08-25,14.7,28.7,0.0,10,2,Partly cloudy
Moldova,MD,Raion,Hîncești Raion,Hîncești,46.83089,28.58999,2026-08-26,17.0,25.7,2.7,38,80,Light rain showers
Moldova,MD,Raion,Ialoveni Raion,Ialoveni,46.94357,28.78153,2026-08-20,15.6,32.9,0.0,0,1,Mainly clear
Moldova,MD,Raion,Ialoveni Raion,Ialoveni,46.94357,28.78153,2026-08-21,19.0,34.7,0.0,0,1,Mainly clear
Moldova,MD,Raion,Ialoveni Raion,Ialoveni,46.94357,28.78153,2026-08-22,16.1,33.7,0.0,0,0,Clear sky
Moldova,MD,Raion,Ialoveni Raion,Ialoveni,46.94357,28.78153,2026-08-23,20.6,30.4,0.9,23,80,Light rain showers
Moldova,MD,Raion,Ialoveni Raion,Ialoveni,46.94357,28.78153,2026-08-24,18.4,25.1,0.0,13,3,Overcast
Moldova,MD,Raion,Ialoveni Raion,Ialoveni,46.94357,28.78153,2026-08-25,15.4,28.9,0.0,13,2,Partly cloudy
Moldova,MD,Raion,Ialoveni Raion,Ialoveni,46.94357,28.78153,2026-08-26,17.1,26.0,5.4,40,80,Light rain showers
Moldova,MD,Raion,Leova Raion,Leova,46.48195,28.25298,2026-08-20,16.2,33.7,0.0,0,2,Partly cloudy
Moldova,MD,Raion,Leova Raion,Leova,46.48195,28.25298,2026-08-21,19.6,34.9,0.0,0,3,Overcast
Moldova,MD,Raion,Leova Raion,Leova,46.48195,28.25298,2026-08-22,17.0,33.5,0.0,0,2,Partly cloudy
Moldova,MD,Raion,Leova Raion,Leova,46.48195,28.25298,2026-08-23,20.9,30.7,0.2,18,80,Light rain showers
Moldova,MD,Raion,Leova Raion,Leova,46.48195,28.25298,2026-08-24,17.3,23.8,0.3,15,3,Overcast
Moldova,MD,Raion,Leova Raion,Leova,46.48195,28.25298,2026-08-25,13.8,29.5,0.0,10,45,Fog
Moldova,MD,Raion,Leova Raion,Leova,46.48195,28.25298,2026-08-26,17.9,26.8,0.6,40,3,Overcast
Moldova,MD,Raion,Nisporeni Raion,Nisporeni,47.08025,28.17098,2026-08-20,15.0,33.0,0.0,0,2,Partly cloudy
Moldova,MD,Raion,Nisporeni Raion,Nisporeni,47.08025,28.17098,2026-08-21,19.7,34.7,0.0,0,1,Mainly clear
Moldova,MD,Raion,Nisporeni Raion,Nisporeni,47.08025,28.17098,2026-08-22,17.0,33.2,0.0,2,3,Overcast
Moldova,MD,Raion,Nisporeni Raion,Nisporeni,47.08025,28.17098,2026-08-23,19.4,29.2,0.4,20,3,Overcast
Moldova,MD,Raion,Nisporeni Raion,Nisporeni,47.08025,28.17098,2026-08-24,18.3,25.6,0.0,13,3,Overcast
Moldova,MD,Raion,Nisporeni Raion,Nisporeni,47.08025,28.17098,2026-08-25,15.6,27.7,0.3,20,3,Overcast
Moldova,MD,Raion,Nisporeni Raion,Nisporeni,47.08025,28.17098,2026-08-26,16.8,26.7,1.2,38,80,Light rain showers
Moldova,MD,Raion,Ocnița Raion,Ocnița,48.38231,27.43864,2026-08-20,14.4,31.1,0.0,0,3,Overcast
Moldova,MD,Raion,Ocnița Raion,Ocnița,48.38231,27.43864,2026-08-21,20.0,35.3,0.0,0,2,Partly cloudy
Moldova,MD,Raion,Ocnița Raion,Ocnița,48.38231,27.43864,2026-08-22,18.3,33.3,0.0,43,3,Overcast
Moldova,MD,Raion,Ocnița Raion,Ocnița,48.38231,27.43864,2026-08-23,17.7,25.0,0.0,33,3,Overcast
Moldova,MD,Raion,Ocnița Raion,Ocnița,48.38231,27.43864,2026-08-24,15.3,23.2,0.0,15,3,Overcast
Moldova,MD,Raion,Ocnița Raion,Ocnița,48.38231,27.43864,2026-08-25,13.3,24.4,0.0,7,2,Partly cloudy
Moldova,MD,Raion,Ocnița Raion,Ocnița,48.38231,27.43864,2026-08-26,14.7,25.5,0.0,23,2,Partly cloudy
Moldova,MD,Raion,Orhei Raion,Orhei,47.38503,28.82535,2026-08-20,13.9,33.4,0.0,0,1,Mainly clear
Moldova,MD,Raion,Orhei Raion,Orhei,47.38503,28.82535,2026-08-21,19.7,35.8,0.0,0,0,Clear sky
Moldova,MD,Raion,Orhei Raion,Orhei,47.38503,28.82535,2026-08-22,17.5,34.5,0.0,0,2,Partly cloudy
Moldova,MD,Raion,Orhei Raion,Orhei,47.38503,28.82535,2026-08-23,19.2,30.2,0.0,20,3,Overcast
Moldova,MD,Raion,Orhei Raion,Orhei,47.38503,28.82535,2026-08-24,16.3,26.3,0.0,15,3,Overcast
Moldova,MD,Raion,Orhei Raion,Orhei,47.38503,28.82535,2026-08-25,13.2,28.1,0.0,19,2,Partly cloudy
Moldova,MD,Raion,Orhei Raion,Orhei,47.38503,28.82535,2026-08-26,16.2,25.8,7.2,43,95,Thunderstorm
Moldova,MD,Raion,Rezina Raion,Rezina,47.74857,28.96769,2026-08-20,13.7,32.8,0.0,0,3,Overcast
Moldova,MD,Raion,Rezina Raion,Rezina,47.74857,28.96769,2026-08-21,18.4,35.7,0.0,0,0,Clear sky
Moldova,MD,Raion,Rezina Raion,Rezina,47.74857,28.96769,2026-08-22,16.1,34.1,0.0,0,3,Overcast
Moldova,MD,Raion,Rezina Raion,Rezina,47.74857,28.96769,2026-08-23,18.9,28.8,0.2,18,3,Overcast
Moldova,MD,Raion,Rezina Raion,Rezina,47.74857,28.96769,2026-08-24,16.2,25.8,0.0,19,3,Overcast
Moldova,MD,Raion,Rezina Raion,Rezina,47.74857,28.96769,2026-08-25,14.8,27.2,0.0,16,2,Partly cloudy
Moldova,MD,Raion,Rezina Raion,Rezina,47.74857,28.96769,2026-08-26,14.8,27.0,1.5,38,3,Overcast
Moldova,MD,Raion,Rîșcani Raion,Rîșcani,47.94829,27.56669,2026-08-20,14.3,32.5,0.0,0,3,Overcast
Moldova,MD,Raion,Rîșcani Raion,Rîșcani,47.94829,27.56669,2026-08-21,19.6,36.2,0.0,0,1,Mainly clear
Moldova,MD,Raion,Rîșcani Raion,Rîșcani,47.94829,27.56669,2026-08-22,18.5,34.2,0.1,18,3,Overcast
Moldova,MD,Raion,Rîșcani Raion,Rîșcani,47.94829,27.56669,2026-08-23,18.6,26.6,0.2,24,80,Light rain showers
Moldova,MD,Raion,Rîșcani Raion,Rîșcani,47.94829,27.56669,2026-08-24,18.0,25.3,0.0,23,3,Overcast
Moldova,MD,Raion,Rîșcani Raion,Rîșcani,47.94829,27.56669,2026-08-25,15.0,27.0,0.0,17,3,Overcast
Moldova,MD,Raion,Rîșcani Raion,Rîșcani,47.94829,27.56669,2026-08-26,15.6,26.7,3.9,29,95,Thunderstorm
Moldova,MD,Raion,Soroca Raion,Soroca,48.15659,28.28489,2026-08-20,12.7,31.6,0.0,0,1,Mainly clear
Moldova,MD,Raion,Soroca Raion,Soroca,48.15659,28.28489,2026-08-21,18.9,35.6,0.0,0,0,Clear sky
Moldova,MD,Raion,Soroca Raion,Soroca,48.15659,28.28489,2026-08-22,17.6,34.0,0.0,13,3,Overcast
Moldova,MD,Raion,Soroca Raion,Soroca,48.15659,28.28489,2026-08-23,17.5,26.8,0.1,28,3,Overcast
Moldova,MD,Raion,Soroca Raion,Soroca,48.15659,28.28489,2026-08-24,14.1,24.5,0.0,19,3,Overcast
Moldova,MD,Raion,Soroca Raion,Soroca,48.15659,28.28489,2026-08-25,12.0,26.3,0.0,15,3,Overcast
Moldova,MD,Raion,Soroca Raion,Soroca,48.15659,28.28489,2026-08-26,15.7,26.3,0.9,30,3,Overcast
Moldova,MD,Raion,Strășeni Raion,Strășeni,47.14216,28.60774,2026-08-20,14.6,33.1,0.0,0,3,Overcast
Moldova,MD,Raion,Strășeni Raion,Strășeni,47.14216,28.60774,2026-08-21,19.6,35.3,0.0,0,0,Clear sky
Moldova,MD,Raion,Strășeni Raion,Strășeni,47.14216,28.60774,2026-08-22,15.9,34.1,0.0,0,1,Mainly clear
Moldova,MD,Raion,Strășeni Raion,Strășeni,47.14216,28.60774,2026-08-23,19.6,30.0,0.4,23,3,Overcast
Moldova,MD,Raion,Strășeni Raion,Strășeni,47.14216,28.60774,2026-08-24,17.3,25.9,0.0,10,3,Overcast
Moldova,MD,Raion,Strășeni Raion,Strășeni,47.14216,28.60774,2026-08-25,14.6,28.7,0.0,18,3,Overcast
Moldova,MD,Raion,Strășeni Raion,Strășeni,47.14216,28.60774,2026-08-26,16.3,26.9,1.8,38,80,Light rain showers
Moldova,MD,Raion,Sîngerei Raion,Sîngerei,47.63694,28.1407,2026-08-20,13.3,33.0,0.0,0,3,Overcast
Moldova,MD,Raion,Sîngerei Raion,Sîngerei,47.63694,28.1407,2026-08-21,18.7,35.9,0.0,0,0,Clear sky
Moldova,MD,Raion,Sîngerei Raion,Sîngerei,47.63694,28.1407,2026-08-22,17.5,34.5,0.4,6,80,Light rain showers
Moldova,MD,Raion,Sîngerei Raion,Sîngerei,47.63694,28.1407,2026-08-23,19.6,28.2,0.0,30,3,Overcast
Moldova,MD,Raion,Sîngerei Raion,Sîngerei,47.63694,28.1407,2026-08-24,17.7,26.3,0.0,18,3,Overcast
Moldova,MD,Raion,Sîngerei Raion,Sîngerei,47.63694,28.1407,2026-08-25,14.2,27.8,0.2,16,3,Overcast
Moldova,MD,Raion,Sîngerei Raion,Sîngerei,47.63694,28.1407,2026-08-26,16.1,26.7,3.4,33,80,Light rain showers
Moldova,MD,Raion,Taraclia Raion,Taraclia,45.90321,28.66628,2026-08-20,17.5,33.0,0.0,0,1,Mainly clear
Moldova,MD,Raion,Taraclia Raion,Taraclia,45.90321,28.66628,2026-08-21,19.9,32.1,0.0,0,0,Clear sky
Moldova,MD,Raion,Taraclia Raion,Taraclia,45.90321,28.66628,2026-08-22,16.7,32.0,0.0,0,1,Mainly clear
Moldova,MD,Raion,Taraclia Raion,Taraclia,45.90321,28.66628,2026-08-23,20.0,31.6,0.8,15,80,Light rain showers
Moldova,MD,Raion,Taraclia Raion,Taraclia,45.90321,28.66628,2026-08-24,16.7,22.5,7.2,18,61,Light rain
Moldova,MD,Raion,Taraclia Raion,Taraclia,45.90321,28.66628,2026-08-25,15.6,28.4,0.0,9,3,Overcast
Moldova,MD,Raion,Taraclia Raion,Taraclia,45.90321,28.66628,2026-08-26,17.7,25.7,0.0,30,3,Overcast
Moldova,MD,Raion,Telenești Raion,Telenești,47.50179,28.36478,2026-08-20,12.9,33.2,0.0,0,2,Partly cloudy
Moldova,MD,Raion,Telenești Raion,Telenești,47.50179,28.36478,2026-08-21,19.5,36.1,0.0,0,0,Clear sky
Moldova,MD,Raion,Telenești Raion,Telenești,47.50179,28.36478,2026-08-22,17.9,34.7,0.0,0,3,Overcast
Moldova,MD,Raion,Telenești Raion,Telenești,47.50179,28.36478,2026-08-23,19.7,28.8,0.0,20,3,Overcast
Moldova,MD,Raion,Telenești Raion,Telenești,47.50179,28.36478,2026-08-24,17.4,26.2,0.0,15,3,Overcast
Moldova,MD,Raion,Telenești Raion,Telenești,47.50179,28.36478,2026-08-25,14.4,27.9,0.0,16,3,Overcast
Moldova,MD,Raion,Telenești Raion,Telenești,47.50179,28.36478,2026-08-26,16.4,27.1,0.6,38,3,Overcast
Moldova,MD,Raion,Ungheni Raion,Ungheni,47.21023,27.80013,2026-08-20,13.5,34.1,0.0,0,2,Partly cloudy
Moldova,MD,Raion,Ungheni Raion,Ungheni,47.21023,27.80013,2026-08-21,20.4,36.2,0.0,0,3,Overcast
Moldova,MD,Raion,Ungheni Raion,Ungheni,47.21023,27.80013,2026-08-22,18.5,34.4,0.0,7,3,Overcast
Moldova,MD,Raion,Ungheni Raion,Ungheni,47.21023,27.80013,2026-08-23,18.7,29.1,0.0,18,3,Overcast
Moldova,MD,Raion,Ungheni Raion,Ungheni,47.21023,27.80013,2026-08-24,16.3,26.6,0.0,14,3,Overcast
Moldova,MD,Raion,Ungheni Raion,Ungheni,47.21023,27.80013,2026-08-25,14.5,28.1,0.0,18,3,Overcast
Moldova,MD,Raion,Ungheni Raion,Ungheni,47.21023,27.80013,2026-08-26,17.8,26.9,0.0,38,3,Overcast
Moldova,MD,Raion,Șoldănești Raion,Șoldănești,47.81618,28.79841,2026-08-20,14.4,32.5,0.0,0,3,Overcast
Moldova,MD,Raion,Șoldănești Raion,Șoldănești,47.81618,28.79841,2026-08-21,19.3,35.5,0.0,0,0,Clear sky
Moldova,MD,Raion,Șoldănești Raion,Șoldănești,47.81618,28.79841,2026-08-22,17.0,33.9,0.0,0,3,Overcast
Moldova,MD,Raion,Șoldănești Raion,Șoldănești,47.81618,28.79841,2026-08-23,19.0,28.0,1.0,20,80,Light rain showers
Moldova,MD,Raion,Șoldănești Raion,Șoldănești,47.81618,28.79841,2026-08-24,17.0,25.6,0.0,17,3,Overcast
Moldova,MD,Raion,Șoldănești Raion,Șoldănești,47.81618,28.79841,2026-08-25,15.6,26.9,0.0,17,3,Overcast
Moldova,MD,Raion,Șoldănești Raion,Șoldănești,47.81618,28.79841,2026-08-26,15.0,26.9,0.9,43,2,Partly cloudy
Moldova,MD,Raion,Ștefan Vodă Raion,Ștefan Vodă,46.51294,29.66223,2026-08-20,16.0,30.7,0.0,0,3,Overcast
Moldova,MD,Raion,Ștefan Vodă Raion,Ștefan Vodă,46.51294,29.66223,2026-08-21,18.8,30.4,0.0,0,1,Mainly clear
Moldova,MD,Raion,Ștefan Vodă Raion,Ștefan Vodă,46.51294,29.66223,2026-08-22,17.2,30.7,0.0,0,1,Mainly clear
Moldova,MD,Raion,Ștefan Vodă Raion,Ștefan Vodă,46.51294,29.66223,2026-08-23,20.2,29.7,0.1,13,3,Overcast
Moldova,MD,Raion,Ștefan Vodă Raion,Ștefan Vodă,46.51294,29.66223,2026-08-24,16.8,21.2,1.2,15,61,Light rain
Moldova,MD,Raion,Ștefan Vodă Raion,Ștefan Vodă,46.51294,29.66223,2026-08-25,15.4,28.1,0.0,10,3,Overcast
Moldova,MD,Raion,Ștefan Vodă Raion,Ștefan Vodă,46.51294,29.66223,2026-08-26,16.1,25.9,0.0,30,3,Overcast
