dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1672531200,2023-01-01 00:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,15.42,10000,6.17,14.43,14.4,16.4,1010,,,54,11,220,0,,,,,75,803,Clouds,broken clouds,04n
1672534800,2023-01-01 01:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,15.03,10000,6.07,14.02,14.17,15.84,1010,,,55,9.77,220,,,,,,100,804,Clouds,overcast clouds,04n
1672538400,2023-01-01 02:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,14.83,10000,6.65,13.88,14.19,15.66,1010,,,58,10,220,17,,,,,100,500,Rain,light rain,10n
1672542000,2023-01-01 03:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,14.35,10000,6.94,13.43,13.62,15.36,1011,,,61,9.26,210,14.4,,,,,100,804,Clouds,overcast clouds,04n
1672545600,2023-01-01 04:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,13.9,10000,7.66,13.07,12.89,14.75,1011,,,66,10,220,0,,,,,100,804,Clouds,overcast clouds,04n
1672549200,2023-01-01 05:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,13.77,10000,7.76,12.95,13.06,14.36,1012,,,67,9,220,0,,,,,100,804,Clouds,overcast clouds,04n
1672552800,2023-01-01 06:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,13.69,10000,8.11,12.92,12.79,14.18,1013,,,69,8.23,220,,,,,,100,804,Clouds,overcast clouds,04n
1672556400,2023-01-01 07:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,13.15,10000,8.62,12.45,11.97,13.55,1013,,,74,9,220,0,0.21,,,,100,500,Rain,light rain,10n
1672560000,2023-01-01 08:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.94,10000,8.82,12.27,11.66,13.62,1014,,,76,9.26,220,,,,,,100,500,Rain,light rain,10d
1672563600,2023-01-01 09:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.81,10000,8.69,12.13,11.95,13.34,1015,,,76,8,220,0,,,,,75,803,Clouds,broken clouds,04d
1672567200,2023-01-01 10:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,13.12,10000,8.79,12.45,12.53,13.62,1016,,,75,8,230,0,,,,,40,802,Clouds,scattered clouds,03d
1672570800,2023-01-01 11:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,13.53,10000,8.99,12.87,12.95,14.18,1016,,,74,6.17,220,,,,,,40,802,Clouds,scattered clouds,03d
1672574400,2023-01-01 12:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,13.57,10000,8.83,12.89,12.95,14.17,1016,,,73,7,220,0,,,,,75,803,Clouds,broken clouds,04d
1672578000,2023-01-01 13:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,13.35,10000,8.82,12.67,12.79,14.17,1015,,,74,6.17,210,,,,,,75,803,Clouds,broken clouds,04d
1672581600,2023-01-01 14:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,13,10000,8.87,12.34,12.23,13.62,1015,,,76,6,210,0,0.11,,,,75,500,Rain,light rain,10d
1672585200,2023-01-01 15:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.78,10000,8.85,12.12,11.98,13.36,1015,,,77,6,200,13,0.68,,,,100,500,Rain,light rain,10d
1672588800,2023-01-01 16:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.92,10000,9.13,11.33,11.07,12.66,1015,,,83,5.14,190,,0.81,,,,100,500,Rain,light rain,10n
1672592400,2023-01-01 17:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.17,10000,9.26,10.64,10.34,11.96,1014,,,88,5,160,8,0.71,,,,100,500,Rain,light rain,10n
1672596000,2023-01-01 18:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.8,9000,9.55,10.34,10.32,11.42,1013,,,92,5,150,13,1.98,,,,100,501,Rain,moderate rain,10n
1672599600,2023-01-01 19:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.84,10000,9.43,10.36,10.32,11.12,1012,,,91,6,170,10,0.76,,,,100,500,Rain,light rain,10n
1672603200,2023-01-01 20:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.78,10000,9.37,10.29,10.27,11.42,1011,,,91,6,150,9,0.14,,,,100,500,Rain,light rain,10n
1672606800,2023-01-01 21:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.37,10000,9.96,10.94,10.32,12.23,1011,,,91,5.14,190,,0.1,,,,100,500,Rain,light rain,10n
1672610400,2023-01-01 22:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.51,10000,10.26,11.12,10.82,12.78,1011,,,92,5,180,9,0.34,,,,100,500,Rain,light rain,10n
1672614000,2023-01-01 23:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.65,10000,10.37,12.22,11.38,13.42,1011,,,86,7.2,210,,1.53,,,,100,501,Rain,moderate rain,10n
1672617600,2023-01-02 00:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,13.48,10000,10.47,13.02,11.96,14.34,1010,,,82,7,190,14,0.58,,,,100,500,Rain,light rain,10n
1672621200,2023-01-02 01:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.96,10000,10.85,12.58,12.23,13.55,1010,,,87,9,210,0,0.52,,,,75,500,Rain,light rain,10n
1672624800,2023-01-02 02:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.75,10000,10.64,12.35,11.95,13.34,1010,,,87,8,200,0,0.17,,,,100,500,Rain,light rain,10n
1672628400,2023-01-02 03:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.67,10000,10.56,12.26,11.68,13.34,1010,,,87,8,200,16,0.31,,,,100,500,Rain,light rain,10n
1672632000,2023-01-02 04:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.39,10000,10.46,11.98,11.68,13.06,1011,,,88,8.23,210,,0.87,,,,100,500,Rain,light rain,10n
1672635600,2023-01-02 05:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.11,10000,10.52,11.73,11.62,12.53,1012,,,90,7.72,220,,0.92,,,,100,500,Rain,light rain,10n
1672639200,2023-01-02 06:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.42,10000,9.84,10.97,10.31,11.95,1013,,,90,7,230,15,1.77,,,,100,501,Rain,moderate rain,10n
1672642800,2023-01-02 07:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,9.9,10000,8.5,7.06,9.19,10.92,1014,,,91,6.17,270,,0.42,,,,100,500,Rain,light rain,10n
1672646400,2023-01-02 08:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,9.55,10000,8.16,7.03,8.9,10,1015,,,91,5,250,8,0.22,,,,75,500,Rain,light rain,10d
1672650000,2023-01-02 09:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,9.45,10000,8.06,7.8,8.65,10,1016,,,91,3.09,250,,0.17,,,,75,500,Rain,light rain,10d
1672653600,2023-01-02 10:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,9.54,10000,8.15,7.38,8.9,10,1017,,,91,4.12,240,,,,,,100,804,Clouds,overcast clouds,04d
1672657200,2023-01-02 11:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,9.8,10000,8.08,7.76,9.2,10.3,1018,,,89,4,210,7,0.1,,,,40,500,Rain,light rain,10d
1672660800,2023-01-02 12:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,9.68,10000,8.12,7.61,8.84,10.31,1018,,,90,4,240,0,0.54,,,,100,520,Rain,light intensity shower rain,09d
1672664400,2023-01-02 13:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,9.83,10000,8.27,7.79,9.34,10.31,1019,,,90,4,220,8,,,,,40,802,Clouds,scattered clouds,03d
1672668000,2023-01-02 14:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,9.67,5000,7.78,7.18,8.63,10.29,1019,,,88,5,220,9,0.29,,,,100,521,Rain,shower rain,09d
1672671600,2023-01-02 15:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.82,10000,6.94,6.11,8.09,10.02,1020,,,88,5,250,0,,,,,100,804,Clouds,overcast clouds,04d
1672675200,2023-01-02 16:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.79,10000,7.4,6.46,8.06,9.52,1021,,,91,4.12,250,,,,,,100,804,Clouds,overcast clouds,04n
1672678800,2023-01-02 17:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.54,10000,7,5.33,7.51,9.11,1022,,,90,6.17,250,,,,,,100,520,Rain,light intensity shower rain,09n
1672682400,2023-01-02 18:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,7.75,10000,6.22,4.72,6.96,8.42,1023,,,90,5.14,240,,,,,,20,801,Clouds,few clouds,02n
1672686000,2023-01-02 19:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,7.37,10000,6,4.3,6.41,8.02,1024,,,91,5,250,0,,,,,20,801,Clouds,few clouds,02n
1672689600,2023-01-02 20:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,6.94,10000,5.73,4.78,6.12,7.52,1025,,,92,3.09,230,,,,,,20,801,Clouds,few clouds,02n
1672693200,2023-01-02 21:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,6.85,10000,5.64,4.13,5.85,7.44,1025,,,92,4,230,0,,,,,20,801,Clouds,few clouds,02n
1672696800,2023-01-02 22:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,6.6,10000,5.08,3.76,5.3,7.05,1026,,,90,4.12,250,,,,,,20,801,Clouds,few clouds,02n
1672700400,2023-01-02 23:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,5.74,10000,4.23,3.33,4.55,6.34,1026,,,90,3.09,230,,,,,,20,801,Clouds,few clouds,02n
1672704000,2023-01-03 00:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,4.84,10000,3.65,1.9,3.06,5.44,1026,,,92,3.6,210,,,,,,0,800,Clear,sky is clear,01n
1672707600,2023-01-03 01:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,4.16,10000,3.43,1.5,3.09,5.12,1026,,,95,3,200,0,,,,,0,800,Clear,sky is clear,01n
1672711200,2023-01-03 02:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,4,10000,3.42,1.3,3.26,4.95,1027,,,96,3,190,0,,,,,0,800,Clear,sky is clear,01n
1672714800,2023-01-03 03:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,3.79,10000,3.06,1.05,2.51,4.62,1027,,,95,3,140,4,,,,,0,800,Clear,sky is clear,01n
1672718400,2023-01-03 04:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,4.27,10000,3.54,0.42,3.07,4.95,1026,,,95,5,160,7,,,,,20,801,Clouds,few clouds,02n
1672722000,2023-01-03 05:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,4.79,10000,3.91,0.63,3.63,5.56,1026,,,94,6,160,8,0.14,,,,40,500,Rain,light rain,10n
1672725600,2023-01-03 06:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,5.29,8000,4.56,1.63,4.18,5.86,1026,,,95,5.14,180,,0.11,,,,75,520,Rain,light intensity shower rain,09n
1672729200,2023-01-03 07:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,5.96,10000,5.22,2.47,4.71,6.78,1026,,,95,5.14,180,,,,,,100,804,Clouds,overcast clouds,04n
1672732800,2023-01-03 08:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,6.94,10000,6.04,3.76,5.85,7.78,1027,,,94,5,200,10,,,,,100,804,Clouds,overcast clouds,04d
1672736400,2023-01-03 09:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,7.4,10000,6.19,4.28,6.4,7.95,1027,,,92,5.14,220,,,,,,100,804,Clouds,overcast clouds,04d
1672740000,2023-01-03 10:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,7.09,10000,5.88,3.2,6.4,7.92,1027,,,92,7,230,0,,,,,100,804,Clouds,overcast clouds,04d
1672743600,2023-01-03 11:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,7.43,10000,6.06,3.98,6.95,8.34,1028,,,91,6,220,0,,,,,100,804,Clouds,overcast clouds,04d
1672747200,2023-01-03 12:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.06,10000,6.03,4.78,7.54,8.64,1027,,,87,6,210,0,,,,,75,803,Clouds,broken clouds,04d
1672750800,2023-01-03 13:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.48,10000,6.11,4.99,7.95,9.19,1027,,,85,7,210,0,,,,,75,803,Clouds,broken clouds,04d
1672754400,2023-01-03 14:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.73,10000,6.18,5.75,8.06,9.19,1026,,,84,5.66,210,,,,,,75,803,Clouds,broken clouds,04d
1672758000,2023-01-03 15:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.35,10000,5.81,5.15,7.79,9.19,1026,,,84,6,200,0,,,,,75,803,Clouds,broken clouds,04d
1672761600,2023-01-03 16:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.07,10000,5.7,4.79,7.34,8.64,1026,,,85,6,190,10,,,,,75,803,Clouds,broken clouds,04n
1672765200,2023-01-03 17:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.11,10000,5.74,4.51,7.54,8.89,1025,,,85,7,200,0,,,,,75,803,Clouds,broken clouds,04n
1672768800,2023-01-03 18:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.25,10000,5.88,4.69,7.54,8.89,1025,,,85,7,190,13,0.24,,,,100,500,Rain,light rain,10n
1672772400,2023-01-03 19:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.34,10000,5.8,4.81,7.51,8.89,1025,,,84,7,200,0,,,,,75,803,Clouds,broken clouds,04n
1672776000,2023-01-03 20:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.47,10000,6.1,4.62,7.54,9.19,1024,,,85,8.23,190,,,,,,75,803,Clouds,broken clouds,04n
1672779600,2023-01-03 21:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.9,10000,6.35,5.18,8.09,9.46,1023,,,84,8.23,200,,,,,,75,803,Clouds,broken clouds,04n
1672783200,2023-01-03 22:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,9.07,10000,6.51,5.15,8.06,9.66,1022,,,84,9.26,200,,0.28,,,,75,500,Rain,light rain,10n
1672786800,2023-01-03 23:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.94,10000,7.23,5.04,8.34,9.45,1022,,,89,9,190,17,0.48,,,,100,500,Rain,light rain,10n
1672790400,2023-01-04 00:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,8.82,10000,7.43,4.82,8.09,9.45,1021,,,91,9.26,200,,0.49,,,,100,500,Rain,light rain,10n
1672794000,2023-01-04 01:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,9.14,6000,7.91,4.86,8.62,9.45,1020,,,92,11,210,0,0.47,,,,100,500,Rain,light rain,10n
1672797600,2023-01-04 02:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,9.39,9000,8.32,5.63,8.62,10,1020,,,93,9,210,0,,,,,100,500,Rain,light rain,10n
1672801200,2023-01-04 03:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.05,9000,8.65,9.49,9.12,10.56,1020,,,91,9.26,210,,,,,,100,804,Clouds,overcast clouds,04n
1672804800,2023-01-04 04:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.51,10000,9.1,9.99,9.73,11.12,1019,,,91,10,220,0,,,,,100,804,Clouds,overcast clouds,04n
1672808400,2023-01-04 05:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.05,10000,9.31,10.53,10.32,11.42,1019,,,89,10,220,0,,,,,100,804,Clouds,overcast clouds,04n
1672812000,2023-01-04 06:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.43,10000,9.52,10.93,10.29,11.95,1018,,,88,11,220,16,0.62,,,,100,500,Rain,light rain,10n
1672815600,2023-01-04 07:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.5,10000,9.58,11,10.84,11.95,1018,,,88,11,230,0,,,,,100,804,Clouds,overcast clouds,04n
1672819200,2023-01-04 08:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.88,10000,9.62,11.37,10.84,12.51,1018,,,86,12,220,0,,,,,100,804,Clouds,overcast clouds,04d
1672822800,2023-01-04 09:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12,10000,9.91,11.53,11.07,12.78,1018,,,87,11,230,0,,,,,100,500,Rain,light rain,10d
1672826400,2023-01-04 10:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.12,9000,10.19,11.69,11.34,12.78,1018,,,88,11,230,0,,,,,100,500,Rain,light rain,10d
1672830000,2023-01-04 11:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.04,5000,10.45,11.65,11.34,12.78,1017,,,90,10.29,230,,,,,,100,311,Drizzle,rain and drizzle,09d
1672833600,2023-01-04 12:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.94,2500,10.84,11.62,11.4,12.44,1017,,,93,10,230,0,0.23,,,,100,311,Drizzle,rain and drizzle,09d
1672833600,2023-01-04 12:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.94,2500,10.84,11.62,11.4,12.44,1017,,,93,10,230,0,0.23,,,,100,500,Rain,light rain,10d
1672837200,2023-01-04 13:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.11,4000,11.17,11.83,11.43,12.78,1017,,,94,10,230,0,0.23,,,,100,311,Drizzle,rain and drizzle,09d
1672837200,2023-01-04 13:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.11,4000,11.17,11.83,11.43,12.78,1017,,,94,10,230,0,0.23,,,,100,500,Rain,light rain,10d
1672840800,2023-01-04 14:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.46,9000,11.36,12.19,11.95,13,1017,,,93,8.23,240,,0.42,,,,100,500,Rain,light rain,10d
1672844400,2023-01-04 15:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.31,9000,11.21,12.02,11.93,13,1017,,,93,7.2,240,,0.35,,,,100,500,Rain,light rain,10d
1672848000,2023-01-04 16:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.38,10000,10.11,11.92,11.43,12.95,1017,,,86,11,250,0,0.12,,,,75,500,Rain,light rain,10n
1672851600,2023-01-04 17:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.1,10000,9.66,11.59,11.4,12.78,1017,,,85,9,250,0,,,,,100,500,Rain,light rain,10n
1672855200,2023-01-04 18:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,12.04,10000,9.6,11.52,11.43,12.78,1018,,,85,8,240,0,,,,,100,804,Clouds,overcast clouds,04n
1672858800,2023-01-04 19:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.96,10000,9.34,11.4,11.41,12.78,1019,,,84,8.23,240,,0.11,,,,100,500,Rain,light rain,10n
1672862400,2023-01-04 20:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.99,10000,9.37,11.44,11.34,12.44,1019,,,84,8,250,0,,,,,100,804,Clouds,overcast clouds,04n
1672866000,2023-01-04 21:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.85,10000,8.7,11.21,11.07,12.51,1019,,,81,9,250,0,,,,,75,803,Clouds,broken clouds,04n
1672869600,2023-01-04 22:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.2,10000,8.6,10.57,10.29,11.89,1019,,,84,7.2,250,,,,,,75,803,Clouds,broken clouds,04n
1672873200,2023-01-04 23:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.89,10000,8.47,10.25,10.01,11.67,1019,,,85,7.2,250,,,,,,100,804,Clouds,overcast clouds,04n
1672876800,2023-01-05 00:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.82,10000,8.4,10.18,10.01,11.33,1019,,,85,7.2,250,,,,,,75,803,Clouds,broken clouds,04n
1672880400,2023-01-05 01:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.8,10000,8.38,10.16,10.01,11.12,1019,,,85,8.23,250,,,,,,75,803,Clouds,broken clouds,04n
1672884000,2023-01-05 02:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.54,10000,8.3,9.9,9.45,11.12,1020,,,86,7,250,0,,,,,75,803,Clouds,broken clouds,04n
1672887600,2023-01-05 03:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.69,10000,8.27,10.03,10.01,11.12,1020,,,85,6,250,0,,,,,100,804,Clouds,overcast clouds,04n
1672891200,2023-01-05 04:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.73,10000,8.14,10.05,10.01,11.12,1020,,,84,7.2,260,,,,,,100,804,Clouds,overcast clouds,04n
1672894800,2023-01-05 05:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.68,10000,7.91,9.97,9.73,11.12,1020,,,83,7.2,260,,,,,,20,801,Clouds,few clouds,02n
1672898400,2023-01-05 06:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.62,10000,7.86,9.9,9.73,11.12,1021,,,83,6.17,260,,,,,,75,803,Clouds,broken clouds,04n
1672902000,2023-01-05 07:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.3,10000,7.54,9.55,9.55,10.84,1021,,,83,6.17,260,,,,,,75,803,Clouds,broken clouds,04n
1672905600,2023-01-05 08:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.14,10000,7.56,9.4,9.17,10.84,1022,,,84,6,260,0,,,,,75,803,Clouds,broken clouds,04d
1672909200,2023-01-05 09:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.15,10000,7.74,9.44,9.75,10.84,1022,,,85,6,250,0,,,,,100,804,Clouds,overcast clouds,04d
1672912800,2023-01-05 10:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.52,10000,7.76,9.79,9.73,10.95,1023,,,83,6,250,0,,,,,75,803,Clouds,broken clouds,04d
1672916400,2023-01-05 11:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.92,10000,8.15,10.23,10.27,11.67,1023,,,83,5.14,250,,,,,,40,802,Clouds,scattered clouds,03d
1672920000,2023-01-05 12:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.35,10000,8.57,10.71,10.87,12.23,1022,,,83,5.14,250,,,,,,75,803,Clouds,broken clouds,04d
1672923600,2023-01-05 13:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.44,10000,9.18,10.89,10.84,11.97,1022,,,86,5,250,0,,,,,100,804,Clouds,overcast clouds,04d
1672927200,2023-01-05 14:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.01,3500,9.92,10.59,10.31,11.42,1022,,,93,4,220,7,,,,,100,310,Drizzle,light intensity drizzle rain,09d
1672930800,2023-01-05 15:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.27,10000,10.34,10.91,10.66,11.78,1021,,,94,4,220,0,0.37,,,,100,310,Drizzle,light intensity drizzle rain,09d
1672930800,2023-01-05 15:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.27,10000,10.34,10.91,10.66,11.78,1021,,,94,4,220,0,0.37,,,,100,500,Rain,light rain,10d
1672934400,2023-01-05 16:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.58,10000,10.49,11.22,10.84,12.23,1021,,,93,4.12,230,,0.19,,,,100,500,Rain,light rain,10n
1672938000,2023-01-05 17:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.52,10000,10.75,11.21,10.84,12.23,1021,,,95,5,230,0,0.17,,,,100,500,Rain,light rain,10n
1672941600,2023-01-05 18:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.29,10000,10.36,10.93,10.57,11.89,1021,,,94,4.12,220,,,,,,100,804,Clouds,overcast clouds,04n
1672945200,2023-01-05 19:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.44,10000,10.02,11.02,10.57,11.95,1021,,,91,6.17,250,,,,,,100,520,Rain,light intensity shower rain,09n
1672948800,2023-01-05 20:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,11.03,10000,9.78,10.59,10.29,11.67,1021,,,92,5.14,240,,,,,,100,804,Clouds,overcast clouds,04n
1672952400,2023-01-05 21:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.95,10000,9.54,10.48,10.29,11.4,1021,,,91,5.14,230,,,,,,100,804,Clouds,overcast clouds,04n
1672956000,2023-01-05 22:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.85,10000,9.11,10.31,10.01,11.4,1020,,,89,5,210,9,,,,,100,804,Clouds,overcast clouds,04n
1672959600,2023-01-05 23:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.8,10000,8.38,10.16,10.01,11.12,1020,,,85,5,210,9,,,,,100,804,Clouds,overcast clouds,04n
1672963200,2023-01-06 00:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.85,10000,8.08,10.16,10.01,11.34,1020,,,83,5,210,9,,,,,100,804,Clouds,overcast clouds,04n
1672966800,2023-01-06 01:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.8,10000,7.67,10.05,10.01,11.12,1019,,,81,5.66,210,,,,,,100,804,Clouds,overcast clouds,04n
1672970400,2023-01-06 02:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.84,10000,7.89,10.12,10.32,11.4,1019,,,82,7,210,0,,,,,100,804,Clouds,overcast clouds,04n
1672974000,2023-01-06 03:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.69,10000,8.1,10.01,9.95,11.4,1018,,,84,7.2,220,,,,,,100,804,Clouds,overcast clouds,04n
1672977600,2023-01-06 04:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.43,10000,7.85,9.72,9.73,10.96,1018,,,84,7,200,13,,,,,100,804,Clouds,overcast clouds,04n
1672981200,2023-01-06 05:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.29,10000,7.88,9.59,9.73,10.86,1018,,,85,7,210,0,,,,,100,804,Clouds,overcast clouds,04n
1672984800,2023-01-06 06:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.64,10000,8.23,9.98,9.73,10.95,1018,,,85,7,210,13,,,,,100,804,Clouds,overcast clouds,04n
1672988400,2023-01-06 07:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.8,10000,8.38,10.16,9.95,11.4,1018,,,85,8,220,14,,,,,100,500,Rain,light rain,10n
1672992000,2023-01-06 08:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.6,9000,8.86,10.04,9.95,11.12,1018,,,89,7.2,240,,0.17,,,,100,310,Drizzle,light intensity drizzle rain,09d
1672992000,2023-01-06 08:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.6,9000,8.86,10.04,9.95,11.12,1018,,,89,7.2,240,,0.17,,,,100,500,Rain,light rain,10d
1672995600,2023-01-06 09:00:00 +0000 UTC,3600,Brussels,50.847703,4.3572,10.59,10000,8.85,10.03,9.95,11.12,1019,,,89,8.23,230,,0.17,,,,100,500,Rain,light rain,10d
